,team1,team2,team_lost_score,team_won_score,date_match,event_name,maps_info,map1_played,team_winner_map1,result_map1_played1,result_half_score_map1,team_loser_map1,result_map1_played2,map2_played,team_winner_map2,result_map2_played1,result_half_score_map2,team_loser_map2,result_map2_played2,map3_played,team_winner_map3,result_map3_played1,result_half_score_map3,team_loser_map3,result_map3_played2,player1_team1,kd_player1_team1,adr_player1_team1,kast_player1_team1,rating_player1_team1,player2_team1,kd_player2_team1,adr_player2_team1,kast_player2_team1,rating_player2_team1,player3_team1,kd_player3_team1,adr_player3_team1,kast_player3_team1,rating_player3_team1,player4_team1,kd_player4_team1,adr_player4_team1,kast_player4_team1,rating_player4_team1,player5_team1,kd_player5_team1,adr_player5_team1,kast_player5_team1,rating_player5_team1,player1_team2,kd_player1_team2,adr_player1_team2,kast_player1_team2,rating_player1_team2,player2_team2,kd_player2_team2,adr_player2_team2,kast_player2_team2,rating_player2_team2,player3_team2,kd_player3_team2,adr_player3_team2,kast_player3_team2,rating_player3_team2,player4_team2,kd_player4_team2,adr_player4_team2,kast_player4_team2,rating_player4_team2,player5_team2,kd_player5_team2,adr_player5_team2,kast_player5_team2,rating_player5_team2
125,Liquid,HellRaisers,1,2,21st of September 2018,FACEIT Major 2018,"Best of 3

* Quarter-final",Mirage,Liquid,16,(12:3; 4:7),HellRaisers,10,Dust2,HellRaisers,10,(9:6; 1:10),Liquid,16,Cache,Liquid,16,(10:5; 6:3),Liquid,8,Keith 'NAF' Markovic,64-48,94.1,80.3%,1.39,Jonathan 'EliGE' Jablonowski,58-49,84.5,68.4%,1.17,Russel 'Twistzz' Van Dulken,57-48,72.1,71.1%,1.16,Nick 'nitr0' Cannella,52-47,69.5,68.4%,1.09,Epitacio 'TACO' de Melo,39-52,62.4,72.4%,0.95,Özgür 'woxic' Eker,64-47,79.6,71.1%,1.20,Vladyslav 'bondik' Nechyporchuk,57-50,75.2,71.1%,1.10,Bence 'DeadFox' Böröcz,47-54,75.3,72.4%,0.99,Kirill 'ANGE1' Karasiow,38-62,66.1,65.8%,0.78,Issa 'ISSAA' Murad,38-58,56.5,57.9%,0.70
126,Complexity,MIBR,0,2,20th of September 2018,FACEIT Major 2018,"Best of 3

* Quarter-final",Train,MIBR,4,(4:11; 0:5),Complexity,16,Inferno,MIBR,12,(8:7; 4:9),Complexity,16,Cache,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Peter 'stanislaw' Jarguz,23-38,59.8,64.6%,0.77,Rory 'dephh' Jackson,27-37,55.7,60.4%,0.73,Jaccob 'yay' Whiteaker,20-36,55.2,52.1%,0.61,Bradley 'ANDROID' Fodor,24-38,58.9,47.9%,0.61,Shahzeb 'ShahZaM' Khan,18-35,46.9,50.0%,0.57,Fernando 'fer' Alvarenga,45-22,101.5,83.3%,1.67,Marcelo 'coldzera' David,39-24,89.0,89.6%,1.53,Gabriel 'FalleN' Toledo,35-21,66.4,77.1%,1.31,Tarik 'tarik' Celik,32-19,68.9,81.2%,1.29,Jake 'Stewie2K' Yip,33-26,85.0,81.2%,1.26
127,BIG,Natus Vincere,0,2,20th of September 2018,FACEIT Major 2018,"Best of 3

* Quarter-final",Dust2,Natus Vincere,2,(2:13; 0:3),BIG,16,Nuke,Natus Vincere,6,(3:12; 3:4),BIG,16,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Tizian 'tiziaN' Feldbusch,22-30,78.9,62.5%,0.89,Johannes 'tabseN' Wodarz,22-32,66.5,55.0%,0.70,Johannes 'nex' Maget,21-34,64.1,55.0%,0.67,Owen 'smooya' Butterfield,17-34,47.8,57.5%,0.59,Fatih 'gob b' Dayik,14-32,36.8,47.5%,0.55,Ioann 'Edward' Sukhariev,35-20,90.5,87.5%,1.53,Aleksandr 's1mple' Kostyliev,34-19,97.4,85.0%,1.53,Denis 'electronic' Sharipov,37-21,89.8,77.5%,1.46,Egor 'flamie' Vasilyev,32-16,72.4,80.0%,1.38,Danylo 'Zeus' Teslenko,24-20,75.1,70.0%,1.08
128,NiP,MIBR,1,2,16th of September 2018,FACEIT Major 2018,"Best of 3 

* Swiss round 5 (teams with a 2-2 record). Winner advances to the playoffs, loser is eliminated",Cache,MIBR,15,(8:7; 7:8) (0:4),NiP,19,Mirage,NiP,16,(8:7; 8:3),MIBR,10,Train,MIBR,11,(5:10; 6:6),MIBR,16,Patrik 'f0rest' Lindberg,69-52,80.6,73.6%,1.23,Christopher 'GeT_RiGhT' Alesund,75-61,82.6,71.3%,1.20,Fredrik 'REZ' Sterner,49-63,70.9,69.0%,0.93,Jonas 'Lekr0' Olofsson,49-57,62.1,63.2%,0.86,Dennis 'dennis' Edman,45-63,64.3,58.6%,0.81,Marcelo 'coldzera' David,70-52,77.5,77.0%,1.18,Gabriel 'FalleN' Toledo,55-49,64.3,73.6%,1.12,Tarik 'tarik' Celik,58-65,79.5,67.8%,1.05,Fernando 'fer' Alvarenga,54-62,76.2,72.4%,1.02,Jake 'Stewie2K' Yip,59-60,73.1,64.4%,0.98
129,G2,FaZe,0,2,16th of September 2018,FACEIT Major 2018,"Best of 3 

* Swiss round 5 (teams with a 2-2 record). Winner advances to the playoffs, loser is eliminated",Mirage,FaZe,2,(2:13; 0:3),G2,16,Dust2,FaZe,22,(10:5; 5:10) (7:10),G2,25,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Kenny 'kennyS' Schrub,51-45,77.9,70.8%,1.10,Richard 'shox' Papillon,43-49,74.7,58.5%,0.86,Edouard 'SmithZz' Dubourdeaux,34-44,55.8,55.4%,0.81,Alexandre 'bodyy' Pianaro,36-49,68.1,55.4%,0.81,Kévin 'Ex6TenZ' Droolans,30-50,63.3,63.1%,0.72,Nikola 'NiKo' Kovač,64-37,91.9,75.4%,1.47,Olof 'olofmeister' Kajbjer,57-39,96.1,76.9%,1.45,Håvard 'rain' Nygaard,40-41,70.6,69.2%,1.03,Ladislav 'GuardiaN' Kovács,40-37,69.7,70.8%,1.02,Finn 'karrigan' Andersen,36-40,61.0,64.6%,0.94
130,fnatic,HellRaisers,1,2,16th of September 2018,FACEIT Major 2018,"Best of 3 

* Swiss round 5 (teams with a 2-2 record). Winner advances to the playoffs, loser is eliminated",Mirage,fnatic,19,(4:11; 11:4) (4:2),HellRaisers,17,Dust2,HellRaisers,9,(8:7; 1:9),fnatic,16,Cache,HellRaisers,2,(2:13; 0:3),HellRaisers,16,Freddy 'KRIMZ' Johansson,54-64,80.0,65.8%,0.99,Jesper 'JW' Wecksell,54-60,75.6,60.8%,0.94,Richard 'Xizt' Landström,40-58,66.4,67.1%,0.88,Robin 'flusha' Rönnquist,41-60,72.6,64.6%,0.86,William 'draken' Sundin,51-60,61.7,64.6%,0.85,Issa 'ISSAA' Murad,79-48,99.1,74.7%,1.48,Vladyslav 'bondik' Nechyporchuk,67-46,92.7,77.2%,1.34,Özgür 'woxic' Eker,59-49,85.8,77.2%,1.21,Kirill 'ANGE1' Karasiow,53-50,79.8,70.9%,1.16,Bence 'DeadFox' Böröcz,44-47,54.9,72.2%,0.89
131,Natus Vincere,ENCE,1,2,2nd of March 2019,IEM Katowice 2019,"Best of 3

* Semi-final",Train,ENCE,14,(8:7; 6:9),Natus Vincere,16,Dust2,Natus Vincere,16,(13:2; 3:1),ENCE,3,Mirage,ENCE,14,(9:6; 5:10),ENCE,16,Aleksandr 's1mple' Kostyliev,73-39,85.0,75.9%,1.47,Ioann 'Edward' Sukhariev,59-48,84.3,73.4%,1.19,Egor 'flamie' Vasilyev,50-53,77.1,72.2%,1.08,Denis 'electronic' Sharipov,44-50,66.3,65.8%,0.94,Danylo 'Zeus' Teslenko,45-50,58.4,68.4%,0.93,Jani 'Aerial' Jussila,60-56,92.2,82.3%,1.24,Sami 'xseveN' Laasanen,52-51,81.1,70.9%,1.04,Jere 'sergej' Salo,52-54,74.2,72.2%,1.03,Aleksi 'Aleksib' Virolainen,40-56,61.8,63.3%,0.80,Aleksi 'allu' Jalli,35-54,43.4,58.2%,0.68
132,Astralis,MIBR,0,16,15th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 4 (teams with a 2-1 record). Winner advances to the playoffs",Dust2,Astralis,16,(15:0; 1:0),MIBR,0,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nicolai 'device' Reedtz,24-9,125.7,93.8%,2.19,Lukas 'gla1ve' Rossander,19-4,116.6,87.5%,1.90,Peter 'dupreeh' Rasmussen,16-4,98.3,93.8%,1.87,Andreas 'Xyp9x' Højsleth,14-11,99.8,100.0%,1.41,Emil 'Magisk' Reif,7-5,58.4,93.8%,1.17,Tarik 'tarik' Celik,9-16,61.8,50.0%,0.67,Jake 'Stewie2K' Yip,10-16,77.6,37.5%,0.66,Marcelo 'coldzera' David,6-16,42.6,50.0%,0.40,Fernando 'fer' Alvarenga,4-16,44.3,56.2%,0.38,Gabriel 'FalleN' Toledo,4-16,41.0,50.0%,0.37
133,G2,Cloud9,19,22,15th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 4 (teams with a 1-2 record). Loser is eliminated",Inferno,G2,22,(8:7; 7:8) (7:4),Cloud9,19,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Richard 'shox' Papillon,35-21,82.0,75.6%,1.29,Kenny 'kennyS' Schrub,30-30,81.3,70.7%,1.13,Edouard 'SmithZz' Dubourdeaux,26-32,81.8,75.6%,1.07,Alexandre 'bodyy' Pianaro,27-27,74.2,70.7%,1.02,Kévin 'Ex6TenZ' Droolans,24-27,62.0,73.2%,0.98,Tyler 'Skadoodle' Latham,32-24,74.8,73.2%,1.29,Maikil 'Golden' Selim,30-30,71.6,65.9%,1.01,Timothy 'autimatic' Ta,27-28,73.2,63.4%,0.99,William 'RUSH' Wierzba,25-33,72.7,61.0%,0.90,Martin 'STYKO' Styk,23-30,68.3,61.0%,0.82
134,Natus Vincere,fnatic,9,16,15th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 4 (teams with a 2-1 record). Winner advances to the playoffs",Mirage,Natus Vincere,16,(8:7; 8:2),fnatic,9,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Denis 'electronic' Sharipov,27-12,114.2,80.0%,1.91,Egor 'flamie' Vasilyev,20-13,89.1,80.0%,1.40,Aleksandr 's1mple' Kostyliev,18-12,82.2,92.0%,1.38,Ioann 'Edward' Sukhariev,18-15,72.4,84.0%,1.06,Danylo 'Zeus' Teslenko,13-13,50.4,80.0%,0.89,Freddy 'KRIMZ' Johansson,17-20,85.2,64.0%,1.00,Jesper 'JW' Wecksell,13-17,56.2,64.0%,0.92,William 'draken' Sundin,15-23,62.7,72.0%,0.84,Richard 'Xizt' Landström,11-18,48.2,52.0%,0.67,Robin 'flusha' Rönnquist,9-18,39.7,48.0%,0.54
135,TYLOO,FaZe,4,16,15th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 4 (teams with a 1-2 record). Loser is eliminated",Mirage,FaZe,4,(4:11; 0:5),TYLOO,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Hansel 'BnTeT' Ferdinand,16-15,89.3,75.0%,1.04,Hui 'DD' Wu,13-18,74.2,70.0%,0.88,Ke 'captainMo' Liu,13-19,73.5,60.0%,0.74,HaoWen 'somebody' Xu,8-18,61.0,35.0%,0.54,Kevin 'xccurate' Susanto,9-18,47.5,55.0%,0.46,Ladislav 'GuardiaN' Kovács,20-10,102.5,85.0%,1.78,Nikola 'NiKo' Kovač,22-10,93.2,85.0%,1.65,Håvard 'rain' Nygaard,16-12,85.0,95.0%,1.59,Olof 'olofmeister' Kajbjer,18-14,97.0,85.0%,1.49,Finn 'karrigan' Andersen,12-13,73.7,80.0%,1.01
136,Vega Squadron,NiP,11,16,15th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 4 (teams with a 1-2 record). Loser is eliminated",Train,NiP,11,(7:8; 4:8),Vega Squadron,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Pavel 'hutji' Lashkov,21-20,87.1,55.6%,1.15,Dmitriy 'jR' Chervak,18-19,85.3,59.3%,1.01,Igor 'crush' Shevchenko,19-18,64.3,63.0%,0.99,Leonid 'chopper' Vishnyakov,20-19,68.6,59.3%,0.94,Anton 'tonyblack' Kolesnikov,9-21,44.0,59.3%,0.55,Jonas 'Lekr0' Olofsson,21-14,68.0,66.7%,1.17,Fredrik 'REZ' Sterner,21-18,85.2,74.1%,1.14,Christopher 'GeT_RiGhT' Alesund,18-18,86.8,59.3%,1.11,Patrik 'f0rest' Lindberg,19-19,71.7,66.7%,1.05,Dennis 'dennis' Edman,18-18,72.1,51.9%,0.97
137,BIG,HellRaisers,9,16,15th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 4 (teams with a 2-1 record). Winner advances to the playoffs",Train,BIG,16,(7:8; 9:1),HellRaisers,9,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Owen 'smooya' Butterfield,28-11,105.3,88.0%,1.80,Fatih 'gob b' Dayik,24-15,99.4,76.0%,1.51,Johannes 'tabseN' Wodarz,15-12,64.0,92.0%,1.33,Johannes 'nex' Maget,16-12,82.0,76.0%,1.27,Tizian 'tiziaN' Feldbusch,9-14,37.4,76.0%,0.82,Issa 'ISSAA' Murad,23-15,92.0,68.0%,1.42,Kirill 'ANGE1' Karasiow,14-23,75.9,48.0%,0.63,Bence 'DeadFox' Böröcz,10-17,33.1,56.0%,0.61,Özgür 'woxic' Eker,8-16,29.6,48.0%,0.57,Vladyslav 'bondik' Nechyporchuk,8-21,55.6,40.0%,0.53
138,FaZe,mousesports,8,16,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 0-2 record). Loser is eliminated",Mirage,FaZe,16,(10:5; 6:3),mousesports,8,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Olof 'olofmeister' Kajbjer,23-13,111.2,79.2%,1.61,Nikola 'NiKo' Kovač,22-11,90.4,75.0%,1.47,Ladislav 'GuardiaN' Kovács,19-16,84.7,70.8%,1.17,Håvard 'rain' Nygaard,16-17,62.4,62.5%,0.96,Finn 'karrigan' Andersen,13-17,64.1,70.8%,0.93,Chris 'chrisJ' de Jong,23-18,82.6,75.0%,1.28,Miikka 'suNny' Kemppi,18-17,87.0,50.0%,1.12,Janusz 'Snax' Pogorzelski,11-21,57.6,66.7%,0.72,Tomáš 'oskar' Šťastný,12-19,63.7,58.3%,0.72,Robin 'ropz' Kool,10-19,55.6,62.5%,0.61
139,Astralis,Liquid,15,19,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 2-0 record). Winner advances to the playoffs",Inferno,Liquid,15,(2:13; 13:2) (0:4),Astralis,19,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Peter 'dupreeh' Rasmussen,26-24,75.0,79.4%,1.13,Andreas 'Xyp9x' Højsleth,21-24,75.5,67.6%,0.98,Emil 'Magisk' Reif,18-26,71.6,67.6%,0.95,Lukas 'gla1ve' Rossander,18-24,61.4,73.5%,0.91,Nicolai 'device' Reedtz,17-21,48.8,70.6%,0.90,Keith 'NAF' Markovic,28-20,86.4,82.4%,1.31,Nick 'nitr0' Cannella,25-18,76.5,79.4%,1.27,Jonathan 'EliGE' Jablonowski,23-23,91.0,85.3%,1.20,Russel 'Twistzz' Van Dulken,22-18,66.6,73.5%,1.06,Epitacio 'TACO' de Melo,19-21,64.9,67.6%,0.91
140,G2,MIBR,4,16,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Inferno,MIBR,4,(3:12; 1:4),G2,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Alexandre 'bodyy' Pianaro,11-15,65.3,50.0%,0.79,Richard 'shox' Papillon,7-18,53.7,55.0%,0.63,Edouard 'SmithZz' Dubourdeaux,7-18,55.8,35.0%,0.57,Kévin 'Ex6TenZ' Droolans,7-17,43.8,50.0%,0.46,Kenny 'kennyS' Schrub,7-17,43.5,35.0%,0.45,Gabriel 'FalleN' Toledo,18-3,90.2,85.0%,1.66,Fernando 'fer' Alvarenga,19-9,106.8,90.0%,1.65,Tarik 'tarik' Celik,18-11,92.6,95.0%,1.46,Marcelo 'coldzera' David,16-8,76.5,65.0%,1.27,Jake 'Stewie2K' Yip,14-8,79.2,80.0%,1.26
141,Natus Vincere,NiP,6,16,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Train,Natus Vincere,16,(9:6; 7:0),NiP,6,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Egor 'flamie' Vasilyev,22-8,111.6,86.4%,1.79,Aleksandr 's1mple' Kostyliev,21-8,90.5,90.9%,1.66,Denis 'electronic' Sharipov,17-7,83.9,95.5%,1.49,Danylo 'Zeus' Teslenko,14-13,73.5,86.4%,1.11,Ioann 'Edward' Sukhariev,14-11,70.3,86.4%,1.08,Christopher 'GeT_RiGhT' Alesund,14-18,64.3,63.6%,0.93,Dennis 'dennis' Edman,13-17,62.5,50.0%,0.87,Patrik 'f0rest' Lindberg,10-16,47.5,63.6%,0.68,Fredrik 'REZ' Sterner,5-19,44.2,36.4%,0.43,Jonas 'Lekr0' Olofsson,5-18,37.3,45.5%,0.33
142,Complexity,BIG,8,16,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 2-0 record). Winner advances to the playoffs",Nuke,Complexity,16,(9:6; 7:2),BIG,8,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jaccob 'yay' Whiteaker,26-15,109.3,83.3%,1.70,Rory 'dephh' Jackson,19-19,92.9,83.3%,1.33,Shahzeb 'ShahZaM' Khan,22-14,85.7,70.8%,1.33,Bradley 'ANDROID' Fodor,15-10,65.4,79.2%,1.21,Peter 'stanislaw' Jarguz,16-11,71.0,66.7%,1.12,Owen 'smooya' Butterfield,20-19,82.5,62.5%,1.00,Johannes 'tabseN' Wodarz,16-19,67.7,62.5%,0.93,Johannes 'nex' Maget,11-19,63.5,50.0%,0.70,Fatih 'gob b' Dayik,14-21,65.7,45.8%,0.70,Tizian 'tiziaN' Feldbusch,8-20,40.5,50.0%,0.46
143,Winstrike,Cloud9,16,19,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 0-2 record). Loser is eliminated",Inferno,Cloud9,16,(3:12; 12:3) (1:4),Winstrike,19,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aurimas 'Kvik' Kvakšys,30-24,87.1,71.4%,1.21,Savelii 'jmqa' Bragin,27-25,78.3,80.0%,1.19,Kirill 'Boombl4' Mikhailov,23-25,79.6,74.3%,1.05,Nikita 'waterfaLLZ' Matveyev,25-25,66.0,74.3%,1.05,Gregory 'balblna' Oleinick,14-26,62.4,65.7%,0.85,Tyler 'Skadoodle' Latham,29-20,72.8,74.3%,1.17,Timothy 'autimatic' Ta,32-27,93.4,71.4%,1.13,Maikil 'Golden' Selim,19-20,79.6,68.6%,1.07,Martin 'STYKO' Styk,25-26,76.5,65.7%,1.05,William 'RUSH' Wierzba,20-26,65.0,74.3%,0.97
144,TYLOO,HellRaisers,10,16,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Overpass,HellRaisers,10,(8:7; 2:9),TYLOO,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Hansel 'BnTeT' Ferdinand,25-15,102.0,80.8%,1.47,Kevin 'xccurate' Susanto,21-17,75.4,80.8%,1.16,Hui 'DD' Wu,16-18,80.5,73.1%,1.08,HaoWen 'somebody' Xu,8-19,43.0,65.4%,0.64,Ke 'captainMo' Liu,9-22,43.7,57.7%,0.59,Özgür 'woxic' Eker,27-13,100.1,84.6%,1.55,Vladyslav 'bondik' Nechyporchuk,21-13,81.7,76.9%,1.33,Issa 'ISSAA' Murad,22-17,81.1,76.9%,1.16,Kirill 'ANGE1' Karasiow,11-19,63.3,65.4%,0.85,Bence 'DeadFox' Böröcz,10-18,41.0,73.1%,0.70
145,Vega Squadron,fnatic,14,16,14th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Inferno,fnatic,14,(10:5; 4:11),Vega Squadron,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Anton 'tonyblack' Kolesnikov,25-19,83.2,80.0%,1.29,Leonid 'chopper' Vishnyakov,21-20,91.5,76.7%,1.25,Igor 'crush' Shevchenko,18-25,62.6,60.0%,0.80,Pavel 'hutji' Lashkov,16-22,64.3,60.0%,0.75,Dmitriy 'jR' Chervak,13-19,50.3,63.3%,0.74,Freddy 'KRIMZ' Johansson,30-18,98.9,73.3%,1.43,William 'draken' Sundin,25-16,90.7,83.3%,1.40,Jesper 'JW' Wecksell,20-18,67.1,76.7%,1.16,Richard 'Xizt' Landström,15-17,58.5,66.7%,0.87,Robin 'flusha' Rönnquist,15-24,72.3,73.3%,0.87
146,mousesports,MIBR,6,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Dust2,MIBR,6,(5:10; 1:6),mousesports,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Miikka 'suNny' Kemppi,16-14,88.5,68.2%,1.18,Robin 'ropz' Kool,10-13,41.4,81.8%,0.78,Tomáš 'oskar' Šťastný,12-15,51.1,54.5%,0.78,Chris 'chrisJ' de Jong,8-15,40.8,54.5%,0.60,Janusz 'Snax' Pogorzelski,9-17,57.3,45.5%,0.51,Gabriel 'FalleN' Toledo,20-8,96.0,86.4%,1.69,Tarik 'tarik' Celik,21-11,106.1,77.3%,1.66,Marcelo 'coldzera' David,19-11,94.8,72.7%,1.51,Fernando 'fer' Alvarenga,6-12,42.4,63.6%,0.74,Jake 'Stewie2K' Yip,8-13,30.2,63.6%,0.66
147,Natus Vincere,FaZe,12,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Overpass,Natus Vincere,16,(5:10; 11:2),FaZe,12,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aleksandr 's1mple' Kostyliev,25-16,92.0,82.1%,1.39,Denis 'electronic' Sharipov,24-20,86.4,67.9%,1.24,Danylo 'Zeus' Teslenko,20-19,86.7,75.0%,1.21,Egor 'flamie' Vasilyev,20-19,76.4,75.0%,1.09,Ioann 'Edward' Sukhariev,12-19,55.1,60.7%,0.67,Ladislav 'GuardiaN' Kovács,25-17,73.1,75.0%,1.19,Finn 'karrigan' Andersen,20-20,77.1,67.9%,1.00,Olof 'olofmeister' Kajbjer,17-20,81.8,71.4%,0.99,Nikola 'NiKo' Kovač,17-21,65.3,67.9%,0.94,Håvard 'rain' Nygaard,14-23,67.8,78.6%,0.89
148,NiP,Liquid,10,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Mirage,Liquid,10,(8:7; 2:9),NiP,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Patrik 'f0rest' Lindberg,20-20,86.2,61.5%,1.06,Dennis 'dennis' Edman,16-20,73.4,69.2%,0.91,Fredrik 'REZ' Sterner,16-15,59.0,61.5%,0.89,Christopher 'GeT_RiGhT' Alesund,13-18,64.6,61.5%,0.78,Jonas 'Lekr0' Olofsson,11-20,54.9,61.5%,0.71,Russel 'Twistzz' Van Dulken,21-10,77.3,76.9%,1.44,Jonathan 'EliGE' Jablonowski,22-16,95.3,73.1%,1.37,Keith 'NAF' Markovic,20-16,79.0,92.3%,1.29,Nick 'nitr0' Cannella,14-14,63.5,76.9%,0.96,Epitacio 'TACO' de Melo,16-20,65.8,65.4%,0.91
149,Complexity,G2,11,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Cache,Complexity,16,(13:2; 3:9),G2,11,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Peter 'stanislaw' Jarguz,23-16,87.0,74.1%,1.37,Shahzeb 'ShahZaM' Khan,23-18,78.7,92.6%,1.28,Bradley 'ANDROID' Fodor,21-16,77.3,77.8%,1.28,Jaccob 'yay' Whiteaker,21-20,81.9,59.3%,1.16,Rory 'dephh' Jackson,17-21,84.0,81.5%,1.10,Richard 'shox' Papillon,27-18,103.8,77.8%,1.53,Kenny 'kennyS' Schrub,24-21,92.0,70.4%,1.12,Edouard 'SmithZz' Dubourdeaux,18-20,72.3,63.0%,0.95,Alexandre 'bodyy' Pianaro,15-22,59.6,63.0%,0.68,Kévin 'Ex6TenZ' Droolans,7-24,52.9,51.9%,0.51
150,Cloud9,HellRaisers,16,19,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Overpass,HellRaisers,16,(5:10; 10:5) (1:4),Cloud9,19,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Timothy 'autimatic' Ta,26-22,81.0,82.9%,1.34,Martin 'STYKO' Styk,32-22,86.7,74.3%,1.33,Maikil 'Golden' Selim,20-25,65.1,68.6%,0.93,William 'RUSH' Wierzba,17-26,65.6,74.3%,0.92,Tyler 'Skadoodle' Latham,14-19,46.1,77.1%,0.89,Vladyslav 'bondik' Nechyporchuk,25-17,79.1,88.6%,1.27,Bence 'DeadFox' Böröcz,23-21,73.5,82.9%,1.25,Issa 'ISSAA' Murad,25-25,81.6,77.1%,1.11,Özgür 'woxic' Eker,28-21,67.3,68.6%,1.09,Kirill 'ANGE1' Karasiow,13-25,53.4,62.9%,0.71
